Id,Category
4426,2,3
4433,1,2
4437,0,2
4442,1,2
4465,0,4
4467,1,2
4472,1,2
4477,1,2
4481,1,3
4497,1,3
4508,3,2
4513,0,2
4516,2,3
4519,1,2
4520,2,1
4528,0,3
4530,2,3
4537,2,1
4544,0,4
4549,0,2
4551,1,2
4561,3,2
4566,3,2
4578,2,1
4580,1,2
4585,1,2
4587,0,2
4592,1,3
4604,1,3
4616,3,1
4619,1,2
4637,1,2
4641,1,2
4649,1,3
4652,0,2
4664,0,3
4670,2,3
4671,1,2
4677,0,2
4679,1,2
4687,1,2
4698,1,2
4704,1,2
4709,1,3
4712,2,1
4720,1,3
4730,1,2
4740,2,1
4741,0,3
4752,0,2
4759,0,2
4773,1,2
4783,1,2
4786,1,2
4794,2,1
4795,1,2
4800,1,2
4809,1,2
4831,1,3
4837,1,2
4854,0,2
4855,1,3
4856,0,1
4857,1,2
4879,1,2
4883,2,3
4893,3,4
4894,1,2
4917,1,3
4920,1,3
4926,0,2
4932,1,2
4933,1,2
4945,2,1
4964,1,2
4967,1,2
4975,1,2
4983,1,2
4987,1,3
4988,2,1
4990,1,3
5001,1,2
5004,1,2
5009,1,0
5017,1,2
5034,1,2
5039,1,3
5045,1,2
5064,1,2
5065,1,2
5070,1,2
5093,0,4
5099,1,2
5108,1,2
5111,0,1
5118,0,1
5135,2,1
5136,4,2
5141,1,3
5145,1,2
5171,1,2
5176,3,2
5183,1,2
5194,1,3
5198,1,2
5200,1,3
5216,1,2
5224,1,3
5239,1,2
5242,1,2
5259,1,3
5273,1,2
5276,1,2
5280,3,2
5287,1,2
5295,0,1
5318,0,1
5321,3,2
5336,4,3
5343,2,1
5346,1,2
5349,0,1
5351,0,1
5370,1,3
5379,2,1
5383,2,1
5386,2,1
5389,1,2
5391,1,3
5398,0,1
5404,1,2
5408,1,2
5415,1,3
5432,1,3
5434,1,2
5435,2,1
5439,1,2
5454,0,2
5455,0,2
5458,1,3
5461,1,3
5470,1,2
5478,1,3
5490,1,3
5509,3,1
5512,0,1
5517,0,2
5520,1,2
5527,1,2
5528,1,3
5529,1,3
5533,1,2
5538,0,1
5540,3,2
5550,1,3
5553,1,2
5570,1,3
5574,1,2
5586,1,2
5587,1,2
5590,1,2
5591,1,2
5604,1,2
5620,0,2
5624,1,3
5625,2,3
5648,1,2
5650,0,2
5657,2,1
5663,1,2
5666,1,2
5687,1,3
5690,1,2
5696,1,3
5700,2,1
5705,1,2
5707,1,3
5714,3,1
5726,1,2
5727,1,2
5743,2,1
5748,1,2
5751,1,3
5754,1,2
5758,1,3
5764,0,2
5772,1,2
5773,1,0
5794,1,3
5799,1,2
5814,3,4
5822,1,2
5828,1,2
5842,1,3
5844,1,3
5852,1,2
5856,2,1
5858,1,2
5866,2,3
5871,1,2
5882,1,2
5889,2,3
5901,1,2
5916,2,3
5918,0,2
5923,0,3
5938,1,2
5954,0,3
5957,1,3
5966,1,2
5981,1,2
5982,1,2
5984,1,2
5990,2,1
5995,2,1
6019,0,2
6023,1,3
6033,3,2
6038,1,3
6057,3,2
6063,2,3
6068,0,2
6071,1,2
6079,1,3
6098,1,2
6108,3,2
6113,0,2
6125,1,3
6172,1,2
6194,2,1
6201,0,2
6212,1,2
6215,1,3
6224,0,2
6230,4,2
6240,2,3
6250,1,2
6260,1,2
6261,1,2
6265,1,2
6267,2,1
6276,4,1
6289,1,3
6290,1,2
6297,1,2
6300,1,3
6301,1,2
6308,1,2
6333,1,2
6336,1,2
6346,1,3
6348,1,2
6372,1,3
6384,1,2
6388,1,2
6408,1,2
6417,1,2
6419,2,3
6424,1,2
6437,1,2
6440,1,2
6450,1,2
6456,1,3
6465,1,2
6478,1,2
6495,1,2
6503,1,2
6528,1,3
6534,3,2
6537,1,3
6549,0,2
6562,1,2
6572,1,3
6595,2,3
6615,1,2
6618,1,2
6622,1,2
6628,3,2
6635,2,3
6645,1,3
6661,1,3
6664,1,3
6665,1,3
6671,2,3
6684,1,2
6689,2,3
6696,0,2
6697,2,1
6698,0,2
6709,2,3
6717,1,3
6722,2,1
6728,3,2
6741,1,2
6746,1,3
6764,0,2
6767,1,3
6778,0,1
6791,1,2
6798,1,2
6817,2,1
6824,0,2
6832,1,2
6834,1,2
6860,2,3
6861,2,1
6866,1,2
6878,3,2
6895,3,2
6908,1,2
6922,3,2
6925,1,3
6943,1,3
6944,1,2
6952,0,3
6958,1,3
6963,1,3
6977,1,3
6987,1,3
6998,3,2
7001,0,2
7004,3,2
7013,1,2
7032,2,1
7038,1,2
7040,1,2
7046,1,2
7053,1,2
7062,1,3
7064,1,2
7078,1,3
7093,1,3
7102,0,3
7104,2,3
7109,1,2
7137,1,3
7143,3,0
7146,1,2
7149,1,2
7158,2,1
7164,1,2
7167,1,2
7177,1,2
7193,1,0
7210,4,2
7212,1,3
7224,1,3
7231,1,3
7238,1,2
7241,2,1
7255,1,2
7261,0,3
7320,1,2
7321,2,3
7328,1,3
7343,1,2
7348,0,3
7370,2,0
7373,2,1
7388,1,2
7409,1,3
7410,1,2
7411,1,2
7416,1,2
7432,1,2
7437,1,2
7440,1,2
7447,1,2
7453,3,1
7469,1,2
7489,1,2
7499,0,1
7506,1,3
7510,0,2
7526,1,2
7531,2,1
7533,3,1
7545,2,1
7552,0,1
7565,1,3
7573,1,2
7575,1,2
7579,1,2
7594,1,3
7597,1,3
7598,3,2
7607,2,3
7629,0,1
7637,1,2
7641,1,2
7664,1,2
7667,1,2
7674,1,2
7677,1,3
7701,0,1
7706,1,2
7707,1,3
7715,1,2
7717,1,2
7723,1,3
7734,1,4
7753,1,2
7758,1,3
7760,2,1
7767,2,3
7770,2,1
7783,2,3
7790,2,3
7792,3,2
7799,0,2
7802,0,2
7804,4,2
7828,1,2
7830,2,3
7837,3,1
7854,2,1
7858,0,2
7881,1,2
7894,0,1
7900,2,1
7904,1,2
7910,0,2
7947,1,2
7951,0,2
7997,1,4
8000,0,2
8014,1,3
8029,0,2
8031,1,2
8044,2,1
8053,2,3
8058,2,3
8061,2,3
8071,1,3
8074,1,2
8077,0,2
8091,3,2
8092,1,3
8104,1,2
8120,2,1
8121,1,2
8122,0,2
8144,1,2
8157,1,2
8164,2,1
8166,0,1
8170,2,3
8175,2,3
8177,1,2
8178,1,2
8206,1,3
8213,1,2
8233,1,2
8236,1,2
8260,1,2
8266,0,2
8272,1,3
8273,3,2
8303,1,2
8305,1,2
8340,1,2
8342,3,2
8362,1,2
8364,1,2
8369,1,2
8382,1,3
8385,1,3
8393,1,2
8401,2,1
8409,1,2
8433,2,1
8436,1,4
8453,0,2
8462,0,1
8471,1,2
8476,1,2
8479,1,2
8490,0,1
8491,1,3
8494,1,2
8502,2,0
8504,2,3
8505,2,1
8506,1,2
8509,1,2
8512,1,2
8514,1,3
8548,2,1
8555,1,2
8560,1,2
8580,1,3
8594,2,1
8597,1,2
8613,1,2
8615,2,1
8620,1,2
8622,1,2
8627,1,2
8633,1,3
8634,1,2
8654,2,3
8659,2,3
8676,0,2
8690,2,1
8705,1,3
8710,0,1
8748,1,2
8760,1,2
8763,1,3
8764,0,2
8777,0,4
8781,1,2
8786,1,2
8791,0,4
8803,2,3
8804,1,3
8807,1,3
8808,1,2
8815,2,1
8824,1,3
8826,4,2
8832,1,2
8855,0,2
8871,1,3
8873,1,2
8888,2,1
8892,1,2
8894,1,3
8897,1,2
8900,1,3
8904,1,2
8906,1,3
8921,1,2
8962,1,3
8967,2,3
8976,1,2
8977,2,1
8981,1,3
8987,1,3
8988,1,2
8991,2,1
8999,0,2
9001,1,2
9007,2,3
9016,1,2
9025,3,2
9026,1,3
9029,2,1
9030,4,2
9031,1,2
9047,1,3
9094,1,2
9099,1,2
9106,1,3
9110,3,2
9116,0,4
9137,1,2
9139,1,2
9158,2,3
9161,1,3
9179,1,3
9190,1,2
9209,1,2
9216,1,2
9221,1,2
9232,1,2
9240,1,3
9241,1,2
9246,1,2
9247,1,3
9251,1,2
9260,1,2
9275,2,3
9285,2,3
9287,2,3
9291,1,2
9297,1,2
9306,1,3
9319,1,3
9321,1,2
9330,1,2
9334,1,2
9335,1,2
9338,1,2
9344,1,3
9347,2,1
9370,2,3
9390,1,2
9391,1,3
9392,1,2
9394,1,4
9406,1,3
9413,1,2
9436,3,2
9445,2,1
9446,1,2
9455,2,3
9457,2,1
9460,1,2
9473,1,2
9503,1,3
9520,1,3
9524,1,2
9537,1,2
9541,0,2
9544,2,1
9547,0,3
9550,1,3
9558,1,2
9561,1,2
9572,0,2
9574,1,3
9579,2,1
9581,1,2
9585,1,2
9588,1,3
9589,1,2
9594,1,4
9599,1,3
9606,4,2
9609,1,2
9610,1,3
9611,1,3
9624,1,3
9626,1,2
9649,1,3
9654,1,2
9675,1,2
9683,3,1
9690,1,3
9696,0,2
9697,3,2
9723,0,1
9734,2,3
9748,0,2
9753,1,2
9755,1,3
9756,2,1
9757,1,2
9762,1,3
9763,1,2
9775,1,2
9778,0,1
9782,3,1
9792,2,3
9795,1,3
9804,0,2
9810,3,2
9817,1,3
9823,3,1
9825,1,3
9829,2,3
9831,1,2
9911,2,1
9913,1,2
9929,2,3
9933,0,2
9936,0,3
9937,0,4
9950,4,1
9954,1,3
9955,1,2
9961,4,2
9968,0,2
9971,1,3
9976,1,2
9977,1,2
9988,1,3
9993,0,2
10018,0,3
10068,0,1
10069,3,2
10077,1,2
10100,1,2
10106,0,2
10107,1,2
10111,1,2
10112,1,3
10113,1,2
10131,1,2
10147,1,2
10150,0,2
10166,2,1
10171,1,3
10190,1,3
10191,2,1
10192,0,2
10196,0,2
10197,3,2
10204,1,2
10208,1,0
10219,1,2
10234,1,2
10274,3,2
10278,1,2
10282,2,1
10290,1,2
10308,1,3
10320,1,2
10325,2,3
10329,1,2
10337,1,2
10346,1,2
10442,1,2
10445,3,2
10459,1,2
10464,1,2
10465,0,1
10468,1,2
10493,1,3
10498,2,1
10502,2,3
10509,1,2
10518,0,1
10534,1,2
10544,0,2
10546,0,1
10568,2,3
10569,1,2
10572,1,2
10585,1,3
10596,1,2
10599,1,2
10620,1,2
10622,2,1
10633,3,2
10635,4,2
10642,3,2
10645,1,2
10675,1,2
10677,1,2
10680,1,2
10689,1,2
10690,2,1
10695,1,2
10702,2,3
10711,1,2
10721,1,2
10741,3,4
10751,1,2
10756,3,1
10763,0,2
10800,2,1
10803,1,2
10815,1,2
10829,0,4
10832,2,1
10835,2,3
10868,3,2
10872,3,2
10873,1,2
10878,2,3
10885,2,1
10886,1,2
10887,1,2
10888,1,2
10900,1,2
10906,1,2
10908,1,2
10927,1,2
10932,1,3
10945,3,2
10947,1,2
10953,1,3
10959,1,3
10962,1,2
10977,1,2
10978,1,3
10989,0,2
10990,1,3
10992,1,2
11004,1,2
11009,2,3
11019,1,3
11033,1,3
11040,0,4
11053,1,2
11065,2,3
11069,1,3
11071,0,2
11074,1,2
11081,1,2
11084,0,2
11086,1,2
11087,1,2
11089,1,3
11103,1,2
11123,3,4
11127,3,2
11140,1,2
11147,1,3
11160,1,3
11182,1,3
11183,0,4
11192,1,2
11199,1,2
11213,1,2
11242,1,3
11264,1,2
11277,1,3
11278,2,1
11287,1,3
11297,1,2
11303,3,2
11306,1,3
11309,1,0
11310,0,2
11314,3,1
11317,1,2
11325,1,2
11339,1,2
11343,3,2
11346,1,2
11348,1,3
11349,1,0
11357,0,1
11365,1,2
11372,1,2
11388,1,2
11390,1,2
11397,1,2
11398,0,1
11409,2,3
11412,1,2
11414,1,2
11421,2,1
11432,1,3
11467,2,1
11468,1,3
11474,0,2
11480,1,3
11482,3,2
11495,1,2
11499,1,2
11504,1,3
11513,1,0
11515,0,4
11516,1,2
11525,1,3
11526,1,3
11527,1,2
11559,1,2
11560,1,2
11561,0,1
11563,1,3
11564,1,2
11597,1,2
11617,1,2
11629,0,2
11630,1,3
11642,2,1
11654,1,2
11664,1,2
11679,1,2
11680,1,3
11682,2,1
11691,1,0
11696,1,3
11699,1,3
11700,1,3
11736,3,2
11763,1,3
11772,1,2
11773,1,2
11781,2,3
11795,1,3
11803,1,2
11807,2,1
11808,0,2
11812,1,2
11820,1,2
11823,1,2
11827,2,1
11829,0,1
11833,1,2
11841,1,3
11849,1,2
11855,1,3
11874,2,1
11877,1,2
11883,2,1
11886,1,2
11895,2,1
11898,2,1
11905,1,3
11913,0,3
11915,1,3
11918,1,2
11922,1,2
11923,2,1
11925,2,1
11935,1,3
11939,1,2
11970,1,3
11971,1,3
11974,1,3
11976,1,2
11982,1,2
11983,1,2
11989,3,2
11995,1,2
12006,1,2
12025,1,2
12032,1,3
12033,1,3
12034,4,2
12041,1,3
12043,1,2
12045,1,2
12069,1,2
12077,0,3
12091,0,3
12094,1,2
12098,0,2
12123,1,0
12127,3,1
12130,0,1
12135,0,3
12136,2,1
12140,1,2
12144,1,2
12145,0,3
12152,1,2
12156,2,1
12158,1,2
12189,1,3
12192,2,3
12219,1,2
12224,3,2
12228,1,2
12230,1,2
12235,1,2
12241,2,1
12249,0,1
12266,2,3
12276,1,2
12280,0,3
12298,1,2
12302,1,3
12308,1,2
12309,1,3
12311,1,3
12313,1,2
12322,2,1
12328,1,2
12336,1,3
12376,1,2
12380,1,2
12393,0,1
12394,1,3
12398,1,3
12399,1,2
12400,1,3
12404,1,3
12411,1,2
12418,1,2
12426,2,1
12432,1,2
12434,1,2
12438,0,2
12451,1,3
12461,1,2
12463,1,2
12473,1,2
12474,1,2
12483,1,3
12485,1,2
12490,3,2
12493,0,1
12495,1,3
12500,1,3
12502,1,3
12505,1,2
12507,1,2
12513,1,3
12532,2,3
12539,1,2
12545,1,2
12554,1,3
12568,1,3
12575,2,1
12577,1,2
12587,1,2
12592,1,2
12598,1,3
12603,1,4
12604,1,2
12612,0,2
12638,1,3
12652,1,2
12653,1,3
12665,0,1
12666,0,2
12667,1,2
12672,1,2
12674,3,2
12687,0,2
12693,1,2
12696,1,3
12702,1,2
12713,1,2
12717,1,2
12727,1,2
12748,1,3
12749,1,2
12763,1,3
12768,0,2
12773,2,3
12774,1,2
12785,1,2
12798,2,3
12805,1,3
12806,0,3
12810,0,3
12811,1,2
12813,1,2
12824,1,2
12828,0,3
12838,1,2
12855,1,2
12859,3,2
12861,1,3
12868,1,2
12877,1,2
12881,1,2
12888,1,2
12890,1,2
12895,1,3
12908,2,3
12909,2,3
12914,1,2
12918,1,3
12924,1,3
12930,2,1
12935,0,4
12951,1,2
12959,1,2
12961,3,1
12965,2,1
12966,1,2
12979,1,3
13002,1,2
13003,1,2
13004,1,2
13006,3,2
13015,1,2
13018,1,2
13026,0,1
13033,1,2
13037,0,1
13056,1,2
13077,1,2
13082,2,1
13114,2,1
13118,1,2
13137,1,2
13146,0,2
13157,1,2
13161,1,2
13177,0,4
13180,1,2
13188,2,1
13198,0,4
13204,3,2
13213,2,1
13214,1,2
13227,1,2
13233,2,3
13243,1,2
13251,1,2
13265,0,2
13281,1,3
13294,1,2
13299,1,2
13300,1,3
13323,1,3
13324,1,2
13332,1,2
13338,0,2
13349,1,3
13354,1,2
13358,1,2
13369,1,2
13373,0,2
13374,2,3
13378,1,3
13397,1,3
13418,2,3
13422,1,2
13424,1,2
13439,1,3
13447,2,3
13451,1,2
13452,4,2
13455,0,4
13457,1,2
13467,2,1
13469,4,0
13471,1,2
13472,1,3
13497,1,2
13507,3,4
13513,1,2
13520,2,1
13523,2,1
13525,0,2
13544,1,2
13548,1,3
13551,1,3
13580,1,2
13585,2,1
13589,1,3
13592,1,2
13595,1,2
13598,1,2
13601,1,3
13618,1,3
13625,2,3
13632,1,3
13633,1,2
13639,2,3
13645,0,1
13658,1,2
13663,1,3
13670,1,2
13677,0,2
13683,1,2
13686,2,3
13696,1,3
13697,1,2
13708,1,2
13711,1,2
13735,1,3
13737,1,2
13745,1,2
13747,4,3
13767,3,2
13769,2,1
13770,1,3
13772,2,3
13787,2,3
13790,2,3
13796,1,2
13802,1,2
13806,1,3
13808,1,2
13811,1,0
13814,3,2
13826,1,2
13833,1,2
13841,1,2
13846,1,2
13847,1,2
13851,3,2
13852,1,3
13857,1,2
13866,1,2
13870,1,2
13879,2,3
13881,1,3
13882,0,2
13889,3,2
13890,1,2
13899,1,2
13905,1,3
13913,1,2
13914,1,3
13924,2,3
13925,2,3
13930,3,2
13951,1,2
13957,1,2
13962,1,2
13965,2,1
13974,1,2
14002,3,1
14006,2,1
14012,1,2
14013,0,3
14027,1,2
14030,1,2
14041,0,4
14045,2,1
14058,3,2
14060,1,3
14067,1,2
14070,1,3
14093,0,2
14099,1,2
14101,1,3
14107,2,3
14119,1,2
14120,3,2
14141,0,2
14146,2,1
14154,2,1
14163,2,3
14168,1,2
14169,1,2
14196,1,2
14217,1,2
14224,1,2
14235,0,2
14241,1,2
14243,0,2
14250,1,2
14257,2,3
14260,3,4
14280,2,1
14287,1,2
14299,1,3
14305,2,1
14307,1,2
14313,2,3
14317,2,1
14329,1,2
14335,1,2
14343,1,2
14361,2,1
14365,1,2
14370,1,3
14376,2,3
14404,4,1
14420,1,2
14431,1,2
14436,3,2
14438,2,4
14449,1,4
14468,0,2
14487,0,1
14490,3,2
14496,1,2
14499,1,3
14500,0,3
14530,1,2
14532,2,4
14534,1,2
14538,1,4
14543,3,2
14547,1,2
14549,1,2
14561,1,2
14567,1,2
14576,1,3
14582,1,2
14591,1,2
14603,1,3
14612,2,1
14638,1,2
14669,1,2
14672,1,2
14675,1,3
14685,1,2
14693,1,2
14695,0,2
14702,1,2
14709,0,4
14725,1,3
14729,1,2
14732,1,2
14738,0,2
14741,0,1
14770,1,2
14793,1,3
14794,1,2
14809,4,2
14814,3,2
14822,1,3
14835,1,2
14844,1,3
14847,2,1
14856,1,2
14859,1,2
14871,0,4
14872,2,3
14877,0,3
14886,1,3
14894,1,2
14896,4,2
14908,1,2
14913,1,2
14915,1,3
14925,1,2
14931,4,2
14934,1,3
14935,1,2
14945,1,2
14948,1,2
14949,1,2
14952,1,2
14953,1,3
14961,0,1
14965,1,2
14968,3,1
14973,1,2
14984,3,2
14987,1,2
14989,1,3
15003,1,2
15005,1,3
15018,1,2
15032,4,2
15054,1,3
15060,1,2
15065,3,2
15066,1,2
15070,0,2
15083,1,2
15098,1,2
15099,2,3
15103,1,2
15106,0,4
15107,1,2
15128,1,3
15132,1,3
15134,1,3
15153,4,3
15158,0,2
15159,1,2
15176,0,1
15186,1,2
15191,1,3
15202,1,2
15212,1,2
15220,1,2
15227,2,1
15232,4,3
15281,1,0
15297,1,2
15308,3,1
15318,1,2
15327,1,2
15329,1,3
15338,1,2
15343,3,2
15362,1,3
15363,1,2
15382,2,1
15393,1,2
15422,1,2
15438,1,2
15439,1,2
15442,1,2
15446,1,2
15447,1,3
15453,3,2
15457,1,3
15466,0,2
15467,1,3
15476,2,3
15502,1,2
15514,1,3
15523,0,3
15527,0,2
15548,1,2
15551,1,0
15565,1,3
15570,1,2
15578,1,2
15580,0,2
15591,1,2
15593,1,2
15600,1,2
15603,1,3
15608,1,2
15612,0,1
15617,1,2
15634,1,3
15635,1,3
15637,1,2
15639,1,2
15640,1,2
15642,2,1
15649,1,2
15651,2,3
15686,1,2
15687,2,1
15692,1,2
15694,1,3
15699,1,2
15710,1,2
15719,1,3
15722,1,3
15737,1,3
15751,1,3
15752,1,2
15755,1,2
15762,1,2
15763,1,2
15773,2,1
15786,1,3
15793,1,2
15801,1,2
15811,1,2
15819,1,2
15825,1,3
15826,2,1
15831,3,2
15832,1,2
15841,2,1
15844,1,3
15848,1,2
15852,1,2
15859,1,3
15866,1,3
15867,1,3
15872,1,3
15873,0,2
15878,0,3
15902,1,3
15926,1,2
15927,1,3
15930,1,2
15954,1,2
15962,1,0
15970,1,2
15979,0,2
15980,3,2
15982,1,2
16000,1,2
16008,1,3
16010,1,3
16011,1,3
16015,0,2
16017,1,2
16035,0,2
16037,1,2
16052,1,3
16055,1,2
16058,1,0
16061,4,2
16080,1,2
16096,1,2
16097,1,2
16098,3,2
16104,1,3
16105,1,2
16107,1,2
16112,1,2
16142,2,1
16144,0,2
16146,2,1
16148,2,1
16155,1,2
16156,1,2
16166,1,2
16168,0,2
16170,1,2
16189,1,2
16199,1,3
16233,2,3
16249,1,3
16250,1,3
16253,1,3
16258,1,2
16269,0,1
16272,0,1
16274,1,2
16293,4,1
16295,1,2
16298,1,2
16322,2,1
16327,1,2
16330,1,3
16336,2,1
16342,1,2
16356,1,3
16361,1,3
16375,2,1
16389,1,2
16405,1,2
16428,2,1
16429,1,2
16432,1,2
16433,0,3
16447,1,2
